DateTime,Temperature (C),Temperature (F),Condition,Humidity,Wind (kph),Pressure (mb)
2024-07-09,2024-07-09 13:00,32.8,91.0,Partly cloudy,62,12.6,1006.0
2024-07-09,2024-07-09 14:00,33.2,91.7,Partly cloudy,59,11.5,1005.0
2024-07-09,2024-07-09 15:00,33.2,91.8,Sunny,55,9.0,1005.0
2024-07-09,2024-07-09 16:00,31.1,88.0,Moderate rain at times,53,9.2,1004.0
2024-07-09,2024-07-09 17:00,30.4,86.8,Partly cloudy,56,13.1,1005.0
2024-07-09,2024-07-09 18:00,28.8,83.8,Partly cloudy,64,14.4,1006.0
2024-07-09,2024-07-09 19:00,27.6,81.7,Partly cloudy,69,14.4,1007.0
2024-07-09,2024-07-09 20:00,27.4,81.3,Partly cloudy,71,13.7,1008.0
2024-07-09,2024-07-09 21:00,27.0,80.6,Partly cloudy,72,12.6,1008.0
2024-07-09,2024-07-09 22:00,26.8,80.3,Partly cloudy,71,11.9,1009.0
2024-07-09,2024-07-09 23:00,27.0,80.6,Partly cloudy,70,13.0,1008.0
2024-07-10,2024-07-10 00:00,28.5,83.3,Clear,69,11.5,1008.0
2024-07-10,2024-07-10 01:00,28.3,82.9,Partly cloudy,67,9.6,1007.0
2024-07-10,2024-07-10 02:00,27.9,82.3,Partly cloudy,65,13.8,1007.0
2024-07-10,2024-07-10 03:00,27.7,81.8,Cloudy,65,18.0,1007.0
2024-07-10,2024-07-10 04:00,27.4,81.4,Partly cloudy,65,19.4,1007.0
2024-07-10,2024-07-10 05:00,27.3,81.1,Partly cloudy,66,18.7,1008.0
2024-07-10,2024-07-10 06:00,27.2,81.0,Partly cloudy,67,19.4,1009.0
2024-07-10,2024-07-10 07:00,27.6,81.7,Partly cloudy,67,16.2,1009.0
2024-07-10,2024-07-10 08:00,28.2,82.8,Partly cloudy,65,15.4,1010.0
2024-07-10,2024-07-10 09:00,30.6,87.2,Sunny,59,16.2,1010.0
2024-07-10,2024-07-10 10:00,32.1,89.7,Sunny,54,14.9,1010.0
2024-07-10,2024-07-10 11:00,33.4,92.0,Partly cloudy,50,13.2,1009.0
2024-07-10,2024-07-10 12:00,34.2,93.6,Partly cloudy,48,13.6,1008.0
2024-07-10,2024-07-10 13:00,35.2,95.3,Sunny,45,13.4,1007.0
2024-07-10,2024-07-10 14:00,35.6,96.1,Sunny,43,12.2,1006.0
2024-07-10,2024-07-10 15:00,35.7,96.2,Patchy rain possible,43,14.8,1006.0
2024-07-10,2024-07-10 16:00,34.2,93.5,Sunny,43,14.0,1006.0
2024-07-10,2024-07-10 17:00,32.1,89.9,Patchy rain possible,44,17.2,1006.0
2024-07-10,2024-07-10 18:00,30.8,87.4,Patchy rain possible,51,12.2,1007.0
2024-07-10,2024-07-10 19:00,30.9,87.7,Overcast,57,14.0,1008.0
2024-07-10,2024-07-10 20:00,29.7,85.5,Cloudy,64,14.8,1009.0
2024-07-10,2024-07-10 21:00,28.8,83.9,Overcast,67,13.7,1010.0
2024-07-10,2024-07-10 22:00,28.7,83.7,Cloudy,66,15.5,1010.0
2024-07-10,2024-07-10 23:00,27.9,82.2,Cloudy,67,14.6,1010.0
2024-07-11,2024-07-11 00:00,28.2,82.8,Cloudy,68,13.2,1009.0
2024-07-11,2024-07-11 01:00,27.9,82.2,Partly cloudy,68,13.1,1008.0
2024-07-11,2024-07-11 02:00,27.5,81.5,Partly cloudy,67,16.9,1008.0
2024-07-11,2024-07-11 03:00,27.2,81.0,Partly cloudy,68,15.5,1008.0
2024-07-11,2024-07-11 04:00,27.0,80.6,Partly cloudy,69,14.8,1008.0
2024-07-11,2024-07-11 05:00,26.7,80.1,Clear,70,15.8,1008.0
2024-07-11,2024-07-11 06:00,26.7,80.1,Sunny,72,9.7,1009.0
2024-07-11,2024-07-11 07:00,27.7,81.8,Sunny,68,13.3,1009.0
2024-07-11,2024-07-11 08:00,29.3,84.7,Sunny,62,13.6,1010.0
2024-07-11,2024-07-11 09:00,31.1,88.0,Sunny,55,12.2,1010.0
2024-07-11,2024-07-11 10:00,32.9,91.2,Sunny,49,11.2,1009.0
2024-07-11,2024-07-11 11:00,34.1,93.4,Sunny,44,10.1,1008.0
2024-07-11,2024-07-11 12:00,35.1,95.2,Patchy rain possible,41,8.3,1007.0
2024-07-11,2024-07-11 13:00,35.7,96.3,Patchy rain possible,39,10.0,1006.0
2024-07-11,2024-07-11 14:00,36.1,97.0,Partly cloudy,38,10.7,1005.0
2024-07-11,2024-07-11 15:00,36.2,97.2,Partly cloudy,37,10.8,1005.0
2024-07-11,2024-07-11 16:00,35.9,96.7,Partly cloudy,39,9.8,1005.0
2024-07-11,2024-07-11 17:00,34.1,93.3,Partly cloudy,48,10.8,1005.0
2024-07-11,2024-07-11 18:00,32.3,90.1,Partly cloudy,56,10.8,1005.0
2024-07-11,2024-07-11 19:00,31.6,88.9,Partly cloudy,59,15.5,1006.0
2024-07-11,2024-07-11 20:00,29.5,85.1,Cloudy,63,18.4,1006.0
2024-07-11,2024-07-11 21:00,30.1,86.1,Cloudy,65,15.8,1008.0
2024-07-11,2024-07-11 22:00,29.5,85.2,Cloudy,66,16.2,1008.0
2024-07-11,2024-07-11 23:00,29.0,84.3,Partly cloudy,66,15.8,1008.0
2024-07-12,2024-07-12 00:00,28.7,83.7,Clear,68,12.6,1007.0
2024-07-12,2024-07-12 01:00,28.2,82.8,Clear,70,11.9,1006.0
2024-07-12,2024-07-12 02:00,27.9,82.3,Clear,71,11.9,1005.0
2024-07-12,2024-07-12 03:00,27.9,82.1,Clear,72,11.5,1005.0
2024-07-12,2024-07-12 04:00,27.7,81.8,Partly cloudy,72,11.2,1006.0
2024-07-12,2024-07-12 05:00,27.6,81.6,Partly cloudy,71,10.8,1006.0
2024-07-12,2024-07-12 06:00,27.5,81.5,Partly cloudy,70,11.9,1007.0
2024-07-12,2024-07-12 07:00,28.0,82.5,Partly cloudy,67,11.4,1007.0
2024-07-12,2024-07-12 08:00,28.8,83.9,Sunny,64,15.0,1008.0
2024-07-12,2024-07-12 09:00,31.4,88.5,Sunny,58,19.4,1008.0
2024-07-12,2024-07-12 10:00,32.8,91.1,Sunny,51,15.2,1007.0
2024-07-12,2024-07-12 11:00,33.2,91.7,Sunny,46,14.6,1007.0
2024-07-12,2024-07-12 12:00,34.8,94.7,Sunny,41,14.1,1006.0
2024-07-12,2024-07-12 13:00,36.1,96.9,Partly cloudy,38,13.4,1004.0
2024-07-12,2024-07-12 14:00,33.6,92.6,Moderate or heavy rain shower,37,18.7,1003.0
2024-07-12,2024-07-12 15:00,31.8,89.3,Moderate or heavy rain shower,41,12.8,1003.0
2024-07-12,2024-07-12 16:00,31.0,87.8,Patchy rain possible,49,14.8,1003.0
2024-07-12,2024-07-12 17:00,31.2,88.2,Partly cloudy,53,20.5,1003.0
2024-07-12,2024-07-12 18:00,30.6,87.2,Patchy rain possible,56,16.8,1004.0
2024-07-12,2024-07-12 19:00,29.1,84.3,Moderate or heavy rain shower,63,15.8,1006.0
2024-07-12,2024-07-12 20:00,26.9,80.5,Moderate or heavy rain shower,73,17.6,1007.0
2024-07-12,2024-07-12 21:00,27.7,81.9,Patchy rain possible,74,11.2,1007.0
2024-07-12,2024-07-12 22:00,27.6,81.8,Cloudy,73,15.8,1007.0
2024-07-12,2024-07-12 23:00,27.0,80.6,Overcast,77,20.2,1007.0
2024-07-13,2024-07-13 00:00,27.3,81.1,Partly cloudy,73,10.8,1007.0
2024-07-13,2024-07-13 01:00,27.3,81.1,Partly cloudy,72,14.8,1006.0
2024-07-13,2024-07-13 02:00,27.2,80.9,Partly cloudy,72,18.7,1005.0
2024-07-13,2024-07-13 03:00,27.3,81.2,Moderate rain at times,70,20.9,1005.0
2024-07-13,2024-07-13 04:00,27.1,80.7,Patchy rain possible,70,22.2,1006.0
2024-07-13,2024-07-13 05:00,26.3,79.4,Partly cloudy,73,21.2,1006.0
2024-07-13,2024-07-13 06:00,26.4,79.5,Patchy rain possible,72,17.2,1006.0
2024-07-13,2024-07-13 07:00,26.8,80.3,Partly cloudy,70,15.3,1007.0
2024-07-13,2024-07-13 08:00,27.5,81.4,Partly cloudy,68,16.2,1007.0
2024-07-13,2024-07-13 09:00,28.5,83.4,Partly cloudy,64,22.3,1008.0
2024-07-13,2024-07-13 10:00,30.0,86.0,Partly cloudy,57,23.4,1007.0
2024-07-13,2024-07-13 11:00,31.8,89.3,Partly cloudy,51,22.7,1007.0
2024-07-13,2024-07-13 12:00,33.0,91.3,Overcast,48,22.3,1006.0
2024-07-13,2024-07-13 13:00,32.7,90.9,Cloudy,49,20.5,1005.0
2024-07-13,2024-07-13 14:00,32.2,89.9,Patchy rain possible,51,19.8,1005.0
2024-07-13,2024-07-13 15:00,31.9,89.5,Patchy rain possible,59,18.7,1004.0
2024-07-13,2024-07-13 16:00,30.0,86.1,Partly cloudy,62,16.0,1005.0
2024-07-13,2024-07-13 17:00,30.2,86.4,Moderate or heavy rain shower,60,19.1,1005.0
2024-07-13,2024-07-13 18:00,29.7,85.4,Cloudy,58,16.6,1006.0
2024-07-13,2024-07-13 19:00,28.7,83.6,Cloudy,60,17.2,1007.0
2024-07-13,2024-07-13 20:00,28.2,82.8,Overcast,61,15.4,1007.0
2024-07-13,2024-07-13 21:00,28.1,82.6,Cloudy,60,19.1,1008.0
2024-07-13,2024-07-13 22:00,27.6,81.6,Cloudy,61,24.1,1008.0
2024-07-13,2024-07-13 23:00,27.5,81.5,Partly cloudy,61,23.4,1007.0
2024-07-14,2024-07-14 00:00,27.2,81.0,Overcast,65,22.7,1006.0
2024-07-14,2024-07-14 01:00,27.0,80.6,Partly cloudy,64,23.8,1005.0
2024-07-14,2024-07-14 02:00,26.8,80.3,Partly cloudy,64,21.6,1005.0
2024-07-14,2024-07-14 03:00,26.6,79.8,Partly cloudy,65,20.8,1004.0
2024-07-14,2024-07-14 04:00,26.7,80.0,Partly cloudy,64,23.0,1005.0
2024-07-14,2024-07-14 05:00,26.7,80.0,Partly cloudy,64,22.0,1005.0
2024-07-14,2024-07-14 06:00,26.6,79.8,Partly cloudy,65,19.1,1006.0
2024-07-14,2024-07-14 07:00,27.5,81.4,Sunny,63,18.7,1006.0
2024-07-14,2024-07-14 08:00,28.7,83.7,Partly cloudy,58,24.1,1006.0
2024-07-14,2024-07-14 09:00,30.2,86.4,Partly cloudy,52,20.2,1007.0
2024-07-14,2024-07-14 10:00,31.3,88.4,Cloudy,48,20.0,1007.0
2024-07-14,2024-07-14 11:00,31.5,88.8,Overcast,48,24.1,1006.0
2024-07-14,2024-07-14 12:00,30.7,87.2,Partly cloudy,51,21.2,1005.0
2024-07-14,2024-07-14 13:00,32.0,89.7,Partly cloudy,52,19.4,1004.0
2024-07-14,2024-07-14 14:00,32.3,90.2,Partly cloudy,50,21.6,1004.0
2024-07-14,2024-07-14 15:00,31.8,89.2,Partly cloudy,55,18.7,1003.0
2024-07-14,2024-07-14 16:00,31.3,88.4,Partly cloudy,57,23.0,1003.0
2024-07-14,2024-07-14 17:00,30.7,87.2,Cloudy,59,21.1,1003.0
2024-07-14,2024-07-14 18:00,28.5,83.2,Cloudy,60,24.5,1005.0
2024-07-14,2024-07-14 19:00,28.3,83.0,Patchy rain possible,61,22.7,1006.0
2024-07-14,2024-07-14 20:00,28.2,82.8,Patchy rain possible,61,23.0,1006.0
2024-07-14,2024-07-14 21:00,27.6,81.7,Patchy rain possible,61,24.5,1006.0
2024-07-14,2024-07-14 22:00,27.2,81.0,Partly cloudy,63,20.9,1007.0
2024-07-14,2024-07-14 23:00,27.0,80.7,Partly cloudy,63,21.8,1007.0
2024-07-15,2024-07-15 00:00,27.9,82.2,Partly cloudy,63,21.1,1005.0
2024-07-15,2024-07-15 01:00,27.7,81.9,Partly cloudy,64,25.2,1004.0
2024-07-15,2024-07-15 02:00,27.8,82.0,Partly cloudy,63,23.8,1004.0
2024-07-15,2024-07-15 03:00,27.8,82.1,Partly cloudy,61,22.7,1004.0
2024-07-15,2024-07-15 04:00,27.8,82.1,Patchy rain possible,61,20.6,1004.0
2024-07-15,2024-07-15 05:00,27.6,81.6,Overcast,62,19.1,1004.0
2024-07-15,2024-07-15 06:00,26.3,79.4,Cloudy,63,18.3,1005.0
2024-07-15,2024-07-15 07:00,27.5,81.6,Moderate rain at times,63,19.6,1005.0
2024-07-15,2024-07-15 08:00,28.1,82.5,Patchy rain possible,61,18.6,1006.0
2024-07-15,2024-07-15 09:00,28.5,83.3,Cloudy,61,18.6,1006.0
2024-07-15,2024-07-15 10:00,29.2,84.6,Partly cloudy,58,19.7,1006.0
2024-07-15,2024-07-15 11:00,31.0,87.7,Partly cloudy,52,28.4,1005.0
2024-07-15,2024-07-15 12:00,33.9,93.0,Partly cloudy,44,25.6,1004.0
2024-07-15,2024-07-15 13:00,34.3,93.8,Partly cloudy,42,28.6,1003.0
2024-07-15,2024-07-15 14:00,32.7,90.9,Moderate rain at times,46,24.8,1003.0
2024-07-15,2024-07-15 15:00,33.5,92.3,Patchy rain possible,43,26.3,1002.0
2024-07-15,2024-07-15 16:00,33.1,91.6,Partly cloudy,45,26.6,1003.0
2024-07-15,2024-07-15 17:00,31.9,89.4,Partly cloudy,49,21.7,1003.0
2024-07-15,2024-07-15 18:00,28.9,84.0,Patchy rain possible,55,23.1,1004.0
2024-07-15,2024-07-15 19:00,29.2,84.6,Patchy rain possible,57,29.5,1005.0
2024-07-15,2024-07-15 20:00,28.5,83.4,Patchy rain possible,60,29.5,1005.0
2024-07-15,2024-07-15 21:00,28.4,83.2,Overcast,61,28.8,1006.0
2024-07-15,2024-07-15 22:00,28.5,83.2,Partly cloudy,62,28.1,1006.0
2024-07-15,2024-07-15 23:00,28.2,82.8,Partly cloudy,63,25.7,1006.0
2024-07-16,2024-07-16 00:00,27.5,81.4,Partly cloudy,66,24.8,1005.0
2024-07-16,2024-07-16 01:00,27.5,81.4,Partly cloudy,65,25.5,1004.0
2024-07-16,2024-07-16 02:00,27.1,80.8,Partly cloudy,66,24.4,1003.0
2024-07-16,2024-07-16 03:00,27.0,80.5,Patchy rain possible,68,22.6,1004.0
2024-07-16,2024-07-16 04:00,27.1,80.8,Patchy rain possible,67,20.6,1004.0
2024-07-16,2024-07-16 05:00,27.3,81.1,Patchy rain possible,64,19.0,1004.0
2024-07-16,2024-07-16 06:00,26.3,79.4,Patchy rain possible,64,20.8,1005.0
2024-07-16,2024-07-16 07:00,26.7,80.0,Patchy rain possible,64,22.3,1007.0
2024-07-16,2024-07-16 08:00,27.5,81.6,Patchy rain possible,59,19.8,1007.0
2024-07-16,2024-07-16 09:00,28.6,83.5,Patchy rain possible,53,21.2,1007.0
2024-07-16,2024-07-16 10:00,29.3,84.8,Patchy rain possible,49,21.4,1007.0
2024-07-16,2024-07-16 11:00,29.8,85.7,Patchy rain possible,45,23.2,1006.0
2024-07-16,2024-07-16 12:00,30.5,86.8,Moderate rain at times,43,24.6,1005.0
2024-07-16,2024-07-16 13:00,30.8,87.4,Patchy rain possible,41,23.7,1004.0
2024-07-16,2024-07-16 14:00,31.8,89.3,Partly cloudy,42,23.4,1003.0
2024-07-16,2024-07-16 15:00,32.8,91.0,Partly cloudy,41,26.2,1003.0
2024-07-16,2024-07-16 16:00,33.8,92.8,Partly cloudy,42,25.8,1003.0
2024-07-16,2024-07-16 17:00,31.6,88.9,Partly cloudy,45,22.1,1004.0
2024-07-16,2024-07-16 18:00,29.9,85.8,Patchy rain possible,50,25.9,1005.0
2024-07-16,2024-07-16 19:00,29.9,85.9,Partly cloudy,52,23.0,1006.0
2024-07-16,2024-07-16 20:00,29.3,84.7,Patchy rain possible,53,23.8,1006.0
2024-07-16,2024-07-16 21:00,29.1,84.4,Partly cloudy,52,25.9,1007.0
2024-07-16,2024-07-16 22:00,29.1,84.3,Partly cloudy,52,21.1,1007.0
2024-07-16,2024-07-16 23:00,28.9,84.0,Partly cloudy,53,20.1,1007.0
2024-07-17,2024-07-17 00:00,28.8,83.8,Partly cloudy,53,23.0,1005.0
2024-07-17,2024-07-17 01:00,28.5,83.4,Partly cloudy,54,21.7,1004.0
2024-07-17,2024-07-17 02:00,28.3,82.9,Partly cloudy,55,19.8,1004.0
2024-07-17,2024-07-17 03:00,27.0,80.6,Partly cloudy,56,18.5,1004.0
2024-07-17,2024-07-17 04:00,26.7,80.1,Partly cloudy,56,18.0,1004.0
2024-07-17,2024-07-17 05:00,26.7,80.0,Partly cloudy,56,17.0,1005.0
2024-07-17,2024-07-17 06:00,28.1,82.6,Partly cloudy,56,20.7,1006.0
2024-07-17,2024-07-17 07:00,28.5,83.3,Partly cloudy,56,23.0,1007.0
2024-07-17,2024-07-17 08:00,29.8,85.6,Partly cloudy,52,26.6,1007.0
2024-07-17,2024-07-17 09:00,30.6,87.0,Partly cloudy,45,24.7,1007.0
2024-07-17,2024-07-17 10:00,31.6,88.9,Partly cloudy,43,24.6,1007.0
2024-07-17,2024-07-17 11:00,34.1,93.4,Partly cloudy,40,28.9,1006.0
2024-07-17,2024-07-17 12:00,35.0,95.0,Partly cloudy,38,31.0,1005.0
2024-07-17,2024-07-17 13:00,35.7,96.3,Partly cloudy,37,34.6,1005.0
2024-07-17,2024-07-17 14:00,34.6,94.4,Partly cloudy,37,30.3,1004.0
2024-07-17,2024-07-17 15:00,34.2,93.5,Partly cloudy,38,30.4,1003.0
2024-07-17,2024-07-17 16:00,33.3,91.9,Partly cloudy,41,27.2,1004.0
2024-07-17,2024-07-17 17:00,33.1,91.6,Partly cloudy,45,27.1,1004.0
2024-07-17,2024-07-17 18:00,29.6,85.2,Moderate rain at times,49,25.1,1005.0
2024-07-17,2024-07-17 19:00,28.4,83.0,Heavy rain at times,51,26.5,1006.0
2024-07-17,2024-07-17 20:00,27.8,82.1,Moderate rain at times,50,25.8,1007.0
2024-07-17,2024-07-17 21:00,27.8,82.0,Cloudy,51,24.8,1008.0
2024-07-17,2024-07-17 22:00,27.7,81.8,Partly cloudy,52,23.8,1008.0
2024-07-17,2024-07-17 23:00,27.4,81.3,Partly cloudy,53,21.7,1008.0
2024-07-18,2024-07-18 00:00,27.4,81.3,Patchy rain possible,57,21.7,1007.0
2024-07-18,2024-07-18 01:00,27.1,80.9,Patchy rain possible,59,20.4,1006.0
2024-07-18,2024-07-18 02:00,27.9,82.2,Partly cloudy,60,19.0,1006.0
2024-07-18,2024-07-18 03:00,26.6,79.9,Partly cloudy,60,17.1,1005.0
2024-07-18,2024-07-18 04:00,26.6,79.9,Partly cloudy,59,17.7,1006.0
2024-07-18,2024-07-18 05:00,27.7,81.9,Partly cloudy,59,18.5,1006.0
2024-07-18,2024-07-18 06:00,27.8,82.0,Patchy rain possible,59,16.5,1007.0
2024-07-18,2024-07-18 07:00,27.4,81.3,Patchy rain possible,58,18.1,1008.0
2024-07-18,2024-07-18 08:00,29.3,84.8,Partly cloudy,55,19.4,1008.0
2024-07-18,2024-07-18 09:00,29.7,85.5,Partly cloudy,51,21.6,1008.0
2024-07-18,2024-07-18 10:00,32.5,90.5,Partly cloudy,46,25.2,1008.0
2024-07-18,2024-07-18 11:00,32.5,90.5,Cloudy,42,25.8,1007.0
2024-07-18,2024-07-18 12:00,33.2,91.8,Partly cloudy,40,24.7,1006.0
2024-07-18,2024-07-18 13:00,33.6,92.4,Partly cloudy,39,26.5,1005.0
2024-07-18,2024-07-18 14:00,33.7,92.6,Partly cloudy,38,27.9,1004.0
2024-07-18,2024-07-18 15:00,33.0,91.4,Partly cloudy,39,28.3,1004.0
2024-07-18,2024-07-18 16:00,31.6,89.0,Patchy rain possible,41,28.6,1004.0
2024-07-18,2024-07-18 17:00,30.9,87.6,Patchy rain possible,43,29.5,1005.0
2024-07-18,2024-07-18 18:00,28.4,83.1,Heavy rain at times,48,25.9,1006.0
2024-07-18,2024-07-18 19:00,27.9,82.2,Patchy rain possible,50,26.0,1007.0
2024-07-18,2024-07-18 20:00,27.8,82.0,Clear,51,24.0,1007.0
2024-07-18,2024-07-18 21:00,27.7,81.9,Clear,51,27.0,1007.0
2024-07-18,2024-07-18 22:00,27.6,81.7,Clear,53,25.9,1007.0
2024-07-18,2024-07-18 23:00,27.6,81.7,Clear,54,26.3,1007.0
2024-07-19,2024-07-19 00:00,26.5,79.6,Clear,69,20.9,1006.0
2024-07-19,2024-07-19 01:00,26.1,79.0,Clear,71,18.7,1005.0
2024-07-19,2024-07-19 02:00,26.0,78.9,Clear,73,15.8,1005.0
2024-07-19,2024-07-19 03:00,26.0,78.8,Clear,73,14.4,1004.0
2024-07-19,2024-07-19 04:00,25.8,78.4,Clear,73,14.4,1005.0
2024-07-19,2024-07-19 05:00,25.6,78.1,Clear,73,14.0,1006.0
2024-07-19,2024-07-19 06:00,25.9,78.6,Clear,71,15.5,1006.0
2024-07-19,2024-07-19 07:00,27.3,81.1,Sunny,65,21.2,1007.0
2024-07-19,2024-07-19 08:00,28.8,83.9,Sunny,59,26.3,1007.0
2024-07-19,2024-07-19 09:00,30.5,86.9,Sunny,51,24.4,1007.0
2024-07-19,2024-07-19 10:00,32.0,89.6,Sunny,46,25.8,1006.0
2024-07-19,2024-07-19 11:00,32.8,91.1,Sunny,43,32.2,1005.0
2024-07-19,2024-07-19 12:00,33.4,92.1,Sunny,42,33.9,1005.0
2024-07-19,2024-07-19 13:00,33.8,92.9,Sunny,41,31.9,1004.0
2024-07-19,2024-07-19 14:00,33.8,92.9,Sunny,41,33.5,1003.0
2024-07-19,2024-07-19 15:00,33.4,92.1,Sunny,44,32.1,1002.0
2024-07-19,2024-07-19 16:00,32.5,90.5,Sunny,47,31.5,1003.0
2024-07-19,2024-07-19 17:00,30.8,87.4,Sunny,51,29.0,1003.0
2024-07-19,2024-07-19 18:00,29.8,85.6,Sunny,53,25.9,1004.0
2024-07-19,2024-07-19 19:00,29.3,84.7,Clear,54,24.8,1005.0
2024-07-19,2024-07-19 20:00,28.9,84.0,Clear,54,25.6,1005.0
2024-07-19,2024-07-19 21:00,28.5,83.3,Clear,55,29.2,1006.0
2024-07-19,2024-07-19 22:00,28.3,82.9,Clear,55,27.4,1006.0
2024-07-19,2024-07-19 23:00,28.0,82.4,Clear,56,24.1,1006.0
2024-07-20,2024-07-20 00:00,28.3,82.9,Clear,53,27.4,1004.0
2024-07-20,2024-07-20 01:00,28.2,82.7,Clear,53,26.3,1004.0
2024-07-20,2024-07-20 02:00,28.0,82.4,Clear,54,25.0,1003.0
2024-07-20,2024-07-20 03:00,27.8,82.1,Clear,55,24.5,1004.0
2024-07-20,2024-07-20 04:00,27.4,81.4,Clear,57,21.6,1004.0
2024-07-20,2024-07-20 05:00,27.1,80.7,Clear,59,18.7,1005.0
2024-07-20,2024-07-20 06:00,27.0,80.6,Partly cloudy,60,17.3,1006.0
2024-07-20,2024-07-20 07:00,27.9,82.2,Sunny,57,20.5,1006.0
2024-07-20,2024-07-20 08:00,29.1,84.3,Sunny,53,19.1,1007.0
2024-07-20,2024-07-20 09:00,30.4,86.7,Sunny,48,21.2,1007.0
2024-07-20,2024-07-20 10:00,31.9,89.4,Sunny,44,27.0,1007.0
2024-07-20,2024-07-20 11:00,32.7,90.9,Sunny,41,27.7,1006.0
2024-07-20,2024-07-20 12:00,34.7,94.5,Sunny,39,29.5,1005.0
2024-07-20,2024-07-20 13:00,35.1,95.1,Sunny,38,32.4,1005.0
2024-07-20,2024-07-20 14:00,35.2,95.3,Sunny,39,32.6,1004.0
2024-07-20,2024-07-20 15:00,34.0,93.1,Sunny,39,32.6,1004.0
2024-07-20,2024-07-20 16:00,34.3,93.7,Sunny,42,30.8,1004.0
2024-07-20,2024-07-20 17:00,32.0,89.7,Sunny,47,25.6,1004.0
2024-07-20,2024-07-20 18:00,30.4,86.7,Sunny,52,22.3,1005.0
2024-07-20,2024-07-20 19:00,29.5,85.0,Clear,54,25.6,1006.0
2024-07-20,2024-07-20 20:00,28.9,84.1,Clear,55,25.2,1007.0
2024-07-20,2024-07-20 21:00,28.6,83.4,Clear,54,22.7,1007.0
2024-07-20,2024-07-20 22:00,28.1,82.6,Clear,55,22.0,1008.0
2024-07-20,2024-07-20 23:00,27.8,82.1,Clear,56,22.0,1007.0
2024-07-21,2024-07-21 00:00,27.9,82.2,Clear,58,21.2,1006.0
2024-07-21,2024-07-21 01:00,27.6,81.7,Clear,59,19.8,1005.0
2024-07-21,2024-07-21 02:00,27.5,81.4,Clear,60,19.4,1005.0
2024-07-21,2024-07-21 03:00,27.4,81.3,Clear,60,20.2,1005.0
2024-07-21,2024-07-21 04:00,27.1,80.7,Clear,61,18.0,1005.0
2024-07-21,2024-07-21 05:00,26.9,80.4,Clear,62,15.1,1006.0
2024-07-21,2024-07-21 06:00,27.0,80.6,Clear,62,16.2,1007.0
2024-07-21,2024-07-21 07:00,28.4,83.2,Sunny,57,20.9,1007.0
2024-07-21,2024-07-21 08:00,30.5,86.9,Sunny,49,19.9,1008.0
2024-07-21,2024-07-21 09:00,32.4,90.3,Sunny,43,21.4,1008.0
2024-07-21,2024-07-21 10:00,33.9,93.0,Sunny,38,23.7,1007.0
2024-07-21,2024-07-21 11:00,35.1,95.2,Sunny,36,28.0,1007.0
2024-07-21,2024-07-21 12:00,36.1,97.0,Sunny,34,31.5,1006.0
2024-07-21,2024-07-21 13:00,36.6,97.9,Sunny,33,31.7,1005.0
2024-07-21,2024-07-21 14:00,36.7,98.1,Sunny,33,31.9,1004.0
2024-07-21,2024-07-21 15:00,36.4,97.5,Sunny,34,31.2,1003.0
2024-07-21,2024-07-21 16:00,36.0,96.8,Sunny,35,31.8,1003.0
2024-07-21,2024-07-21 17:00,34.5,94.2,Sunny,39,29.8,1004.0
2024-07-21,2024-07-21 18:00,32.1,89.8,Sunny,45,27.4,1005.0
2024-07-21,2024-07-21 19:00,30.9,87.6,Clear,47,24.8,1006.0
2024-07-21,2024-07-21 20:00,30.6,87.0,Clear,47,24.5,1007.0
2024-07-21,2024-07-21 21:00,30.2,86.4,Clear,48,25.2,1008.0
2024-07-21,2024-07-21 22:00,29.8,85.6,Clear,49,21.3,1008.0
2024-07-21,2024-07-21 23:00,29.1,84.4,Clear,51,19.9,1008.0
2024-07-22,2024-07-22 00:00,28.7,83.6,Clear,54,20.7,1007.0
2024-07-22,2024-07-22 01:00,28.4,83.1,Clear,55,20.3,1006.0
2024-07-22,2024-07-22 02:00,28.2,82.7,Clear,55,20.2,1006.0
2024-07-22,2024-07-22 03:00,28.1,82.5,Clear,54,20.7,1006.0
2024-07-22,2024-07-22 04:00,28.1,82.7,Clear,53,21.3,1006.0
2024-07-22,2024-07-22 05:00,27.9,82.2,Clear,53,20.2,1007.0
2024-07-22,2024-07-22 06:00,27.7,81.9,Clear,55,20.4,1007.0
2024-07-22,2024-07-22 07:00,28.9,84.0,Sunny,54,20.9,1008.0
2024-07-22,2024-07-22 08:00,30.4,86.8,Sunny,49,24.3,1009.0
2024-07-22,2024-07-22 09:00,32.2,90.0,Sunny,44,24.7,1009.0
2024-07-22,2024-07-22 10:00,33.9,93.0,Sunny,40,25.2,1008.0
2024-07-22,2024-07-22 11:00,35.3,95.6,Sunny,36,21.6,1008.0
2024-07-22,2024-07-22 12:00,36.5,97.7,Partly cloudy,33,19.4,1007.0
2024-07-22,2024-07-22 13:00,37.4,99.2,Sunny,31,18.0,1006.0
2024-07-22,2024-07-22 14:00,37.9,100.2,Sunny,30,18.7,1005.0
2024-07-22,2024-07-22 15:00,37.9,100.3,Sunny,30,22.0,1004.0
2024-07-22,2024-07-22 16:00,37.2,99.0,Sunny,31,25.6,1004.0
2024-07-22,2024-07-22 17:00,36.1,97.0,Sunny,34,25.6,1005.0
2024-07-22,2024-07-22 18:00,33.9,93.0,Partly cloudy,40,21.1,1006.0
