DateTime,Temperature (C),Temperature (F),Condition,Humidity,Wind (kph),Pressure (mb)
2025-01-09,2025-01-09 11:00,27.4,81.3,Cloudy,62,19.1,1014.0
2025-01-09,2025-01-09 12:00,28.3,82.9,Overcast,57,18.7,1012.0
2025-01-09,2025-01-09 13:00,28.1,82.6,Overcast,58,18.7,1011.0
2025-01-09,2025-01-09 14:00,27.7,81.8,Cloudy,60,18.7,1010.0
2025-01-09,2025-01-09 15:00,27.7,81.9,Partly cloudy,59,19.4,1010.0
2025-01-09,2025-01-09 16:00,27.3,81.1,Partly cloudy,62,19.4,1011.0
2025-01-09,2025-01-09 17:00,25.5,77.8,Partly cloudy,69,17.3,1011.0
2025-01-09,2025-01-09 18:00,24.8,76.6,Partly cloudy,75,14.8,1012.0
2025-01-09,2025-01-09 19:00,24.2,75.5,Partly cloudy,77,15.1,1013.0
2025-01-09,2025-01-09 20:00,23.8,74.9,Partly cloudy,79,14.8,1014.0
2025-01-09,2025-01-09 21:00,23.6,74.5,Partly cloudy,81,14.0,1014.0
2025-01-09,2025-01-09 22:00,23.1,73.6,Partly cloudy,83,14.0,1014.0
2025-01-09,2025-01-09 23:00,21.5,70.7,Clear,85,13.3,1014.0
2025-01-10,2025-01-10 00:00,22.1,71.7,Clear,84,12.2,1014.0
2025-01-10,2025-01-10 01:00,21.8,71.2,Partly cloudy,85,11.5,1014.0
2025-01-10,2025-01-10 02:00,21.5,70.7,Partly cloudy,85,12.2,1013.0
2025-01-10,2025-01-10 03:00,21.1,70.0,Partly cloudy,84,13.3,1013.0
2025-01-10,2025-01-10 04:00,20.0,68.0,Partly cloudy,83,13.7,1013.0
2025-01-10,2025-01-10 05:00,19.9,67.8,Clear,82,13.0,1014.0
2025-01-10,2025-01-10 06:00,20.8,69.5,Clear,83,12.2,1014.0
2025-01-10,2025-01-10 07:00,21.7,71.0,Sunny,83,13.0,1015.0
2025-01-10,2025-01-10 08:00,23.4,74.1,Sunny,75,18.0,1016.0
2025-01-10,2025-01-10 09:00,25.0,77.0,Sunny,70,19.8,1016.0
2025-01-10,2025-01-10 10:00,26.5,79.6,Patchy rain possible,68,21.2,1016.0
2025-01-10,2025-01-10 11:00,27.5,81.6,Patchy rain possible,65,21.2,1015.0
2025-01-10,2025-01-10 12:00,28.2,82.8,Patchy rain possible,64,20.5,1013.0
2025-01-10,2025-01-10 13:00,28.1,82.5,Patchy rain possible,65,20.9,1012.0
2025-01-10,2025-01-10 14:00,27.6,81.8,Patchy rain possible,67,22.0,1012.0
2025-01-10,2025-01-10 15:00,27.6,81.6,Patchy rain possible,68,21.6,1011.0
2025-01-10,2025-01-10 16:00,27.0,80.6,Patchy rain possible,71,20.5,1012.0
2025-01-10,2025-01-10 17:00,25.5,77.9,Cloudy,78,19.1,1013.0
2025-01-10,2025-01-10 18:00,24.4,75.9,Partly cloudy,80,18.0,1013.0
2025-01-10,2025-01-10 19:00,24.1,75.4,Partly cloudy,81,17.6,1014.0
2025-01-10,2025-01-10 20:00,24.0,75.2,Partly cloudy,81,16.2,1015.0
2025-01-10,2025-01-10 21:00,23.9,75.0,Cloudy,81,15.5,1015.0
2025-01-10,2025-01-10 22:00,23.7,74.7,Cloudy,82,14.4,1014.0
2025-01-10,2025-01-10 23:00,23.6,74.5,Overcast,83,14.4,1014.0
2025-01-11,2025-01-11 00:00,21.4,70.5,Overcast,94,13.0,1014.0
2025-01-11,2025-01-11 01:00,21.1,70.0,Partly cloudy,94,13.3,1014.0
2025-01-11,2025-01-11 02:00,20.9,69.6,Cloudy,94,13.3,1013.0
2025-01-11,2025-01-11 03:00,20.7,69.3,Cloudy,94,13.7,1013.0
2025-01-11,2025-01-11 04:00,21.6,70.8,Cloudy,93,13.3,1013.0
2025-01-11,2025-01-11 05:00,20.3,68.5,Partly cloudy,93,12.6,1013.0
2025-01-11,2025-01-11 06:00,21.5,70.7,Partly cloudy,93,13.0,1014.0
2025-01-11,2025-01-11 07:00,22.4,72.4,Partly cloudy,90,14.0,1015.0
2025-01-11,2025-01-11 08:00,23.7,74.6,Patchy rain possible,81,19.4,1016.0
2025-01-11,2025-01-11 09:00,25.6,78.1,Patchy rain possible,74,19.8,1016.0
2025-01-11,2025-01-11 10:00,27.1,80.7,Patchy rain possible,68,19.8,1016.0
2025-01-11,2025-01-11 11:00,27.5,81.5,Patchy rain possible,66,18.4,1015.0
2025-01-11,2025-01-11 12:00,26.9,80.5,Patchy rain possible,68,17.6,1013.0
2025-01-11,2025-01-11 13:00,27.8,82.1,Overcast,71,16.6,1013.0
2025-01-11,2025-01-11 14:00,27.5,81.6,Overcast,73,18.7,1012.0
2025-01-11,2025-01-11 15:00,27.3,81.2,Cloudy,72,16.6,1012.0
2025-01-11,2025-01-11 16:00,26.7,80.1,Cloudy,69,19.4,1012.0
2025-01-11,2025-01-11 17:00,25.6,78.1,Cloudy,74,17.6,1013.0
2025-01-11,2025-01-11 18:00,24.0,75.2,Overcast,79,14.0,1013.0
2025-01-11,2025-01-11 19:00,23.5,74.3,Overcast,81,14.0,1014.0
2025-01-11,2025-01-11 20:00,23.7,74.7,Overcast,79,14.8,1015.0
2025-01-11,2025-01-11 21:00,24.0,75.2,Overcast,77,15.8,1015.0
2025-01-11,2025-01-11 22:00,23.8,74.8,Cloudy,78,15.1,1015.0
2025-01-11,2025-01-11 23:00,23.5,74.3,Cloudy,79,14.4,1014.0
2025-01-12,2025-01-12 00:00,22.5,72.4,Clear,84,13.3,1014.0
2025-01-12,2025-01-12 01:00,21.3,70.4,Cloudy,82,14.0,1014.0
2025-01-12,2025-01-12 02:00,21.5,70.8,Partly cloudy,78,16.9,1013.0
2025-01-12,2025-01-12 03:00,21.3,70.3,Partly cloudy,78,14.4,1012.0
2025-01-12,2025-01-12 04:00,21.1,70.1,Partly cloudy,79,15.1,1012.0
2025-01-12,2025-01-12 05:00,21.3,70.3,Partly cloudy,78,16.2,1013.0
2025-01-12,2025-01-12 06:00,20.7,69.2,Moderate or heavy rain shower,80,14.4,1013.0
2025-01-12,2025-01-12 07:00,21.3,70.4,Moderate or heavy rain shower,81,15.5,1014.0
2025-01-12,2025-01-12 08:00,23.7,74.7,Patchy rain possible,73,20.2,1015.0
2025-01-12,2025-01-12 09:00,25.5,77.9,Cloudy,69,17.7,1015.0
2025-01-12,2025-01-12 10:00,25.8,78.4,Cloudy,66,20.5,1015.0
2025-01-12,2025-01-12 11:00,26.9,80.3,Overcast,64,18.7,1014.0
2025-01-12,2025-01-12 12:00,28.4,83.1,Overcast,65,18.7,1013.0
2025-01-12,2025-01-12 13:00,28.3,83.0,Patchy rain possible,66,20.2,1012.0
2025-01-12,2025-01-12 14:00,28.0,82.3,Patchy rain possible,68,20.2,1011.0
2025-01-12,2025-01-12 15:00,27.5,81.6,Moderate or heavy rain shower,70,20.5,1011.0
2025-01-12,2025-01-12 16:00,27.1,80.8,Patchy rain possible,73,18.7,1011.0
2025-01-12,2025-01-12 17:00,25.9,78.6,Moderate or heavy rain shower,80,16.2,1012.0
2025-01-12,2025-01-12 18:00,24.2,75.5,Partly cloudy,87,13.0,1012.0
2025-01-12,2025-01-12 19:00,23.5,74.3,Partly cloudy,90,11.5,1013.0
2025-01-12,2025-01-12 20:00,23.5,74.2,Partly cloudy,90,12.2,1013.0
2025-01-12,2025-01-12 21:00,23.5,74.3,Partly cloudy,90,13.0,1014.0
2025-01-12,2025-01-12 22:00,23.6,74.5,Partly cloudy,90,13.0,1013.0
2025-01-12,2025-01-12 23:00,23.4,74.1,Partly cloudy,92,11.9,1013.0
2025-01-13,2025-01-13 00:00,22.4,72.3,Overcast,97,11.5,1013.0
2025-01-13,2025-01-13 01:00,22.2,71.9,Overcast,98,12.2,1012.0
2025-01-13,2025-01-13 02:00,22.0,71.7,Cloudy,98,13.3,1011.0
2025-01-13,2025-01-13 03:00,21.9,71.4,Cloudy,97,14.0,1011.0
2025-01-13,2025-01-13 04:00,21.7,71.1,Cloudy,97,14.4,1011.0
2025-01-13,2025-01-13 05:00,21.6,70.9,Cloudy,97,13.7,1011.0
2025-01-13,2025-01-13 06:00,21.6,70.9,Cloudy,96,13.7,1012.0
2025-01-13,2025-01-13 07:00,22.5,72.6,Patchy rain possible,94,14.8,1013.0
2025-01-13,2025-01-13 08:00,24.7,76.4,Partly cloudy,86,19.1,1014.0
2025-01-13,2025-01-13 09:00,26.5,79.7,Cloudy,78,19.8,1014.0
2025-01-13,2025-01-13 10:00,28.1,82.6,Overcast,70,19.4,1013.0
2025-01-13,2025-01-13 11:00,29.0,84.3,Overcast,65,19.4,1012.0
2025-01-13,2025-01-13 12:00,29.3,84.7,Patchy rain possible,64,18.7,1011.0
2025-01-13,2025-01-13 13:00,28.8,83.9,Moderate rain at times,65,18.0,1010.0
2025-01-13,2025-01-13 14:00,28.9,84.0,Patchy rain possible,65,18.4,1009.0
2025-01-13,2025-01-13 15:00,29.1,84.4,Partly cloudy,65,20.2,1009.0
2025-01-13,2025-01-13 16:00,28.4,83.0,Patchy rain possible,70,19.4,1009.0
2025-01-13,2025-01-13 17:00,26.7,80.0,Patchy rain possible,76,17.6,1010.0
2025-01-13,2025-01-13 18:00,24.7,76.5,Sunny,83,13.7,1011.0
2025-01-13,2025-01-13 19:00,23.9,75.0,Clear,87,12.6,1012.0
2025-01-13,2025-01-13 20:00,23.4,74.2,Clear,90,11.5,1013.0
2025-01-13,2025-01-13 21:00,23.2,73.7,Clear,92,10.4,1013.0
2025-01-13,2025-01-13 22:00,22.9,73.3,Partly cloudy,93,10.1,1013.0
2025-01-13,2025-01-13 23:00,22.7,72.8,Partly cloudy,94,10.1,1013.0
2025-01-14,2025-01-14 00:00,22.4,72.3,Partly cloudy,95,10.8,1012.0
2025-01-14,2025-01-14 01:00,22.2,72.0,Partly cloudy,95,9.7,1012.0
2025-01-14,2025-01-14 02:00,21.9,71.5,Partly cloudy,96,10.1,1011.0
2025-01-14,2025-01-14 03:00,21.8,71.3,Partly cloudy,96,10.1,1011.0
2025-01-14,2025-01-14 04:00,21.7,71.1,Partly cloudy,96,10.8,1011.0
2025-01-14,2025-01-14 05:00,21.6,70.9,Partly cloudy,96,11.2,1011.0
2025-01-14,2025-01-14 06:00,21.5,70.7,Cloudy,97,10.8,1012.0
2025-01-14,2025-01-14 07:00,22.5,72.6,Cloudy,93,11.9,1013.0
2025-01-14,2025-01-14 08:00,24.8,76.6,Cloudy,86,17.6,1014.0
2025-01-14,2025-01-14 09:00,26.6,79.9,Patchy rain possible,78,19.8,1014.0
2025-01-14,2025-01-14 10:00,28.0,82.4,Patchy rain possible,70,20.5,1014.0
2025-01-14,2025-01-14 11:00,29.2,84.6,Patchy rain possible,63,22.3,1013.0
2025-01-14,2025-01-14 12:00,29.9,85.8,Patchy rain possible,59,24.1,1012.0
2025-01-14,2025-01-14 13:00,30.1,86.2,Patchy rain possible,57,24.8,1011.0
2025-01-14,2025-01-14 14:00,29.8,85.6,Patchy rain possible,58,25.9,1010.0
2025-01-14,2025-01-14 15:00,28.8,83.9,Sunny,61,26.3,1010.0
2025-01-14,2025-01-14 16:00,27.6,81.7,Partly cloudy,68,23.0,1011.0
2025-01-14,2025-01-14 17:00,25.8,78.4,Cloudy,75,18.7,1012.0
2025-01-14,2025-01-14 18:00,24.6,76.3,Cloudy,78,16.2,1012.0
2025-01-14,2025-01-14 19:00,24.0,75.3,Cloudy,81,15.1,1014.0
2025-01-14,2025-01-14 20:00,23.5,74.2,Cloudy,84,12.6,1015.0
2025-01-14,2025-01-14 21:00,23.2,73.8,Cloudy,86,11.9,1015.0
2025-01-14,2025-01-14 22:00,22.9,73.2,Partly cloudy,87,10.4,1015.0
2025-01-14,2025-01-14 23:00,22.7,72.8,Partly cloudy,87,11.5,1014.0
2025-01-15,2025-01-15 00:00,22.2,71.9,Partly cloudy,92,14.8,1014.0
2025-01-15,2025-01-15 01:00,22.3,72.1,Patchy rain possible,90,12.5,1013.0
2025-01-15,2025-01-15 02:00,21.9,71.4,Patchy rain possible,91,15.8,1012.0
2025-01-15,2025-01-15 03:00,21.6,70.8,Partly cloudy,91,15.5,1012.0
2025-01-15,2025-01-15 04:00,21.4,70.6,Patchy rain possible,90,15.8,1012.0
2025-01-15,2025-01-15 05:00,22.4,72.3,Patchy rain possible,90,15.1,1013.0
2025-01-15,2025-01-15 06:00,22.4,72.4,Cloudy,91,15.5,1014.0
2025-01-15,2025-01-15 07:00,22.0,71.6,Overcast,89,16.2,1015.0
2025-01-15,2025-01-15 08:00,24.1,75.4,Overcast,82,21.6,1015.0
2025-01-15,2025-01-15 09:00,25.6,78.2,Overcast,77,22.7,1016.0
2025-01-15,2025-01-15 10:00,26.3,79.3,Overcast,75,23.0,1015.0
2025-01-15,2025-01-15 11:00,27.1,80.7,Patchy rain possible,72,23.8,1015.0
2025-01-15,2025-01-15 12:00,26.9,80.4,Patchy rain possible,72,25.6,1013.0
2025-01-15,2025-01-15 13:00,27.4,81.4,Patchy rain possible,73,22.7,1012.0
2025-01-15,2025-01-15 14:00,27.2,81.0,Patchy rain possible,74,20.5,1011.0
2025-01-15,2025-01-15 15:00,26.9,80.5,Overcast,76,19.1,1011.0
2025-01-15,2025-01-15 16:00,26.4,79.6,Overcast,78,18.4,1012.0
2025-01-15,2025-01-15 17:00,25.9,78.6,Overcast,79,17.3,1013.0
2025-01-15,2025-01-15 18:00,24.2,75.5,Cloudy,80,15.8,1014.0
2025-01-15,2025-01-15 19:00,24.3,75.8,Cloudy,83,13.0,1015.0
2025-01-15,2025-01-15 20:00,23.8,74.9,Partly cloudy,86,12.2,1016.0
2025-01-15,2025-01-15 21:00,23.5,74.2,Partly cloudy,88,11.9,1016.0
2025-01-15,2025-01-15 22:00,23.2,73.7,Clear,89,11.9,1015.0
2025-01-15,2025-01-15 23:00,22.9,73.1,Clear,90,11.9,1015.0
2025-01-16,2025-01-16 00:00,22.1,71.8,Partly cloudy,92,12.2,1014.0
2025-01-16,2025-01-16 01:00,21.9,71.4,Cloudy,94,12.2,1014.0
2025-01-16,2025-01-16 02:00,21.6,70.9,Partly cloudy,96,10.4,1013.0
2025-01-16,2025-01-16 03:00,21.6,70.9,Partly cloudy,96,10.1,1013.0
2025-01-16,2025-01-16 04:00,21.5,70.7,Partly cloudy,94,11.5,1013.0
2025-01-16,2025-01-16 05:00,21.6,70.8,Cloudy,92,12.6,1013.0
2025-01-16,2025-01-16 06:00,21.5,70.8,Cloudy,92,12.6,1013.0
2025-01-16,2025-01-16 07:00,22.0,71.6,Cloudy,90,11.9,1014.0
2025-01-16,2025-01-16 08:00,23.8,74.8,Partly cloudy,83,15.1,1015.0
2025-01-16,2025-01-16 09:00,25.2,77.4,Patchy rain possible,74,18.4,1015.0
2025-01-16,2025-01-16 10:00,27.2,80.9,Partly cloudy,69,19.8,1015.0
2025-01-16,2025-01-16 11:00,26.8,80.2,Partly cloudy,65,19.8,1014.0
2025-01-16,2025-01-16 12:00,27.6,81.7,Partly cloudy,60,22.3,1013.0
2025-01-16,2025-01-16 13:00,28.8,83.9,Cloudy,54,25.2,1011.0
2025-01-16,2025-01-16 14:00,28.8,83.8,Partly cloudy,53,26.6,1010.0
2025-01-16,2025-01-16 15:00,28.1,82.6,Partly cloudy,56,25.6,1010.0
2025-01-16,2025-01-16 16:00,27.0,80.6,Sunny,64,23.0,1010.0
2025-01-16,2025-01-16 17:00,25.2,77.4,Sunny,71,20.5,1011.0
2025-01-16,2025-01-16 18:00,25.0,77.0,Partly cloudy,76,15.5,1012.0
2025-01-16,2025-01-16 19:00,24.1,75.3,Cloudy,79,12.2,1014.0
2025-01-16,2025-01-16 20:00,22.7,72.9,Clear,79,11.5,1015.0
2025-01-16,2025-01-16 21:00,23.0,73.5,Partly cloudy,75,11.2,1015.0
2025-01-16,2025-01-16 22:00,23.2,73.8,Cloudy,72,11.2,1015.0
2025-01-16,2025-01-16 23:00,23.2,73.8,Cloudy,72,10.8,1015.0
2025-01-17,2025-01-17 00:00,21.4,70.5,Clear,85,11.5,1014.0
2025-01-17,2025-01-17 01:00,21.0,69.8,Cloudy,87,10.4,1014.0
2025-01-17,2025-01-17 02:00,21.2,70.2,Overcast,86,9.7,1013.0
2025-01-17,2025-01-17 03:00,21.8,71.3,Cloudy,83,9.4,1012.0
2025-01-17,2025-01-17 04:00,22.1,71.9,Cloudy,83,10.1,1012.0
2025-01-17,2025-01-17 05:00,22.2,71.9,Cloudy,84,11.9,1013.0
2025-01-17,2025-01-17 06:00,21.1,70.0,Clear,88,12.6,1013.0
2025-01-17,2025-01-17 07:00,21.7,71.1,Sunny,88,13.0,1014.0
2025-01-17,2025-01-17 08:00,24.2,75.5,Partly cloudy,79,17.6,1015.0
2025-01-17,2025-01-17 09:00,25.8,78.5,Cloudy,70,21.2,1015.0
2025-01-17,2025-01-17 10:00,27.1,80.7,Cloudy,64,23.0,1014.0
2025-01-17,2025-01-17 11:00,27.8,82.0,Cloudy,58,24.5,1013.0
2025-01-17,2025-01-17 12:00,28.1,82.6,Partly cloudy,55,23.8,1012.0
2025-01-17,2025-01-17 13:00,28.9,84.1,Partly cloudy,51,25.6,1011.0
2025-01-17,2025-01-17 14:00,28.8,83.8,Partly cloudy,51,26.3,1010.0
2025-01-17,2025-01-17 15:00,28.0,82.4,Sunny,54,26.3,1009.0
2025-01-17,2025-01-17 16:00,27.0,80.6,Sunny,61,24.1,1010.0
2025-01-17,2025-01-17 17:00,25.1,77.2,Sunny,69,22.3,1011.0
2025-01-17,2025-01-17 18:00,24.5,76.2,Sunny,73,19.1,1012.0
2025-01-17,2025-01-17 19:00,23.6,74.5,Clear,76,17.3,1013.0
2025-01-17,2025-01-17 20:00,23.0,73.4,Clear,78,15.8,1013.0
2025-01-17,2025-01-17 21:00,21.8,71.2,Partly cloudy,78,13.3,1014.0
2025-01-17,2025-01-17 22:00,22.5,72.5,Partly cloudy,73,15.1,1014.0
2025-01-17,2025-01-17 23:00,23.0,73.4,Clear,68,16.2,1013.0
2025-01-18,2025-01-18 00:00,21.9,71.4,Clear,82,10.8,1013.0
2025-01-18,2025-01-18 01:00,21.6,70.8,Clear,81,11.2,1012.0
2025-01-18,2025-01-18 02:00,21.4,70.4,Clear,80,11.5,1011.0
2025-01-18,2025-01-18 03:00,21.2,70.2,Clear,80,11.5,1011.0
2025-01-18,2025-01-18 04:00,20.1,68.1,Partly cloudy,82,12.2,1011.0
2025-01-18,2025-01-18 05:00,20.0,67.9,Partly cloudy,83,14.0,1012.0
2025-01-18,2025-01-18 06:00,21.6,70.9,Partly cloudy,82,16.6,1012.0
2025-01-18,2025-01-18 07:00,22.2,72.0,Partly cloudy,81,18.0,1013.0
2025-01-18,2025-01-18 08:00,23.7,74.6,Cloudy,77,18.7,1014.0
2025-01-18,2025-01-18 09:00,25.0,76.9,Overcast,73,20.9,1014.0
2025-01-18,2025-01-18 10:00,25.1,77.2,Overcast,68,22.3,1014.0
2025-01-18,2025-01-18 11:00,25.7,78.3,Overcast,67,21.2,1013.0
2025-01-18,2025-01-18 12:00,25.8,78.4,Overcast,68,19.8,1012.0
2025-01-18,2025-01-18 13:00,25.6,78.1,Overcast,70,18.7,1010.0
2025-01-18,2025-01-18 14:00,25.5,77.9,Patchy rain possible,72,17.3,1009.0
2025-01-18,2025-01-18 15:00,25.1,77.2,Moderate or heavy rain shower,74,15.5,1009.0
2025-01-18,2025-01-18 16:00,25.1,77.1,Moderate or heavy rain shower,75,15.8,1009.0
2025-01-18,2025-01-18 17:00,24.7,76.4,Moderate or heavy rain shower,78,15.1,1010.0
2025-01-18,2025-01-18 18:00,23.8,74.8,Moderate or heavy rain shower,80,13.7,1010.0
2025-01-18,2025-01-18 19:00,23.4,74.0,Moderate or heavy rain shower,82,14.4,1011.0
2025-01-18,2025-01-18 20:00,23.3,74.0,Moderate or heavy rain shower,83,16.6,1012.0
2025-01-18,2025-01-18 21:00,23.4,74.1,Patchy rain possible,83,19.1,1012.0
2025-01-18,2025-01-18 22:00,23.2,73.8,Patchy rain possible,82,19.8,1012.0
2025-01-18,2025-01-18 23:00,22.8,73.0,Patchy rain possible,81,19.1,1012.0
2025-01-19,2025-01-19 00:00,22.5,72.5,Moderate rain at times,89,19.1,1011.0
2025-01-19,2025-01-19 01:00,21.7,71.1,Patchy rain possible,94,17.6,1011.0
2025-01-19,2025-01-19 02:00,21.6,70.9,Patchy rain possible,95,17.3,1010.0
2025-01-19,2025-01-19 03:00,21.6,70.9,Patchy rain possible,94,16.2,1010.0
2025-01-19,2025-01-19 04:00,21.7,71.0,Patchy rain possible,93,17.3,1010.0
2025-01-19,2025-01-19 05:00,21.7,71.0,Patchy rain possible,93,16.6,1011.0
2025-01-19,2025-01-19 06:00,21.6,70.9,Patchy rain possible,94,16.2,1012.0
2025-01-19,2025-01-19 07:00,22.2,72.0,Cloudy,92,16.2,1012.0
2025-01-19,2025-01-19 08:00,24.0,75.2,Patchy rain possible,86,19.4,1013.0
2025-01-19,2025-01-19 09:00,25.5,77.9,Patchy rain possible,80,20.2,1014.0
2025-01-19,2025-01-19 10:00,27.2,80.9,Patchy rain possible,73,20.9,1013.0
2025-01-19,2025-01-19 11:00,28.3,82.9,Overcast,69,21.2,1012.0
2025-01-19,2025-01-19 12:00,28.6,83.4,Moderate or heavy rain shower,67,20.9,1011.0
2025-01-19,2025-01-19 13:00,26.8,80.2,Patchy rain possible,75,17.3,1010.0
2025-01-19,2025-01-19 14:00,25.5,77.9,Moderate or heavy rain shower,81,14.0,1009.0
2025-01-19,2025-01-19 15:00,25.1,77.2,Heavy rain at times,84,13.0,1009.0
2025-01-19,2025-01-19 16:00,25.2,77.4,Patchy rain possible,84,13.7,1009.0
2025-01-19,2025-01-19 17:00,24.7,76.4,Moderate rain at times,87,11.5,1010.0
2025-01-19,2025-01-19 18:00,23.8,74.8,Patchy rain possible,91,9.7,1011.0
2025-01-19,2025-01-19 19:00,23.6,74.4,Patchy rain possible,92,9.4,1011.0
2025-01-19,2025-01-19 20:00,23.5,74.2,Patchy rain possible,93,9.4,1012.0
2025-01-19,2025-01-19 21:00,23.3,74.0,Moderate rain at times,93,9.0,1012.0
2025-01-19,2025-01-19 22:00,23.3,73.9,Patchy rain possible,93,9.4,1012.0
2025-01-19,2025-01-19 23:00,23.2,73.7,Patchy rain possible,94,10.4,1012.0
2025-01-20,2025-01-20 00:00,22.4,72.4,Cloudy,96,9.7,1012.0
2025-01-20,2025-01-20 01:00,22.4,72.3,Patchy rain possible,96,11.2,1011.0
2025-01-20,2025-01-20 02:00,22.3,72.1,Patchy rain possible,96,12.6,1010.0
2025-01-20,2025-01-20 03:00,22.1,71.7,Cloudy,96,12.6,1010.0
2025-01-20,2025-01-20 04:00,22.0,71.6,Cloudy,96,13.0,1010.0
2025-01-20,2025-01-20 05:00,21.8,71.2,Patchy rain possible,95,12.2,1011.0
2025-01-20,2025-01-20 06:00,21.5,70.8,Patchy rain possible,95,11.5,1012.0
2025-01-20,2025-01-20 07:00,22.3,72.1,Cloudy,91,12.6,1012.0
2025-01-20,2025-01-20 08:00,23.9,75.1,Cloudy,82,17.3,1013.0
2025-01-20,2025-01-20 09:00,25.4,77.8,Cloudy,76,18.0,1014.0
2025-01-20,2025-01-20 10:00,26.9,80.3,Partly cloudy,70,18.0,1013.0
2025-01-20,2025-01-20 11:00,28.1,82.7,Partly cloudy,64,18.4,1012.0
2025-01-20,2025-01-20 12:00,29.3,84.7,Partly cloudy,58,19.8,1011.0
2025-01-20,2025-01-20 13:00,29.9,85.9,Sunny,54,20.5,1010.0
2025-01-20,2025-01-20 14:00,29.9,85.9,Partly cloudy,52,21.2,1009.0
2025-01-20,2025-01-20 15:00,29.5,85.1,Sunny,52,22.0,1008.0
2025-01-20,2025-01-20 16:00,28.5,83.2,Sunny,58,20.5,1008.0
2025-01-20,2025-01-20 17:00,26.2,79.2,Sunny,67,19.4,1009.0
2025-01-20,2025-01-20 18:00,23.9,75.0,Sunny,74,16.6,1010.0
2025-01-20,2025-01-20 19:00,22.8,73.1,Clear,80,15.1,1011.0
2025-01-20,2025-01-20 20:00,22.1,71.8,Clear,83,13.0,1012.0
2025-01-20,2025-01-20 21:00,22.5,72.4,Clear,86,11.9,1012.0
2025-01-20,2025-01-20 22:00,22.2,72.0,Clear,88,11.9,1012.0
2025-01-20,2025-01-20 23:00,21.9,71.4,Clear,90,10.8,1012.0
2025-01-21,2025-01-21 00:00,21.4,70.5,Clear,93,10.4,1012.0
2025-01-21,2025-01-21 01:00,21.0,69.8,Clear,94,10.8,1011.0
2025-01-21,2025-01-21 02:00,20.7,69.2,Partly cloudy,95,11.2,1010.0
2025-01-21,2025-01-21 03:00,19.3,66.8,Partly cloudy,96,11.5,1010.0
2025-01-21,2025-01-21 04:00,19.1,66.4,Partly cloudy,96,11.2,1010.0
2025-01-21,2025-01-21 05:00,19.0,66.2,Partly cloudy,96,11.9,1010.0
2025-01-21,2025-01-21 06:00,20.1,68.1,Clear,96,11.5,1011.0
2025-01-21,2025-01-21 07:00,21.0,69.7,Sunny,92,11.5,1011.0
2025-01-21,2025-01-21 08:00,22.8,73.0,Sunny,82,15.8,1013.0
2025-01-21,2025-01-21 09:00,24.7,76.5,Partly cloudy,73,18.0,1013.0
2025-01-21,2025-01-21 10:00,26.3,79.4,Partly cloudy,65,19.4,1013.0
2025-01-21,2025-01-21 11:00,27.6,81.7,Sunny,57,18.7,1012.0
2025-01-21,2025-01-21 12:00,28.5,83.3,Sunny,52,18.0,1011.0
2025-01-21,2025-01-21 13:00,29.1,84.4,Sunny,49,17.3,1009.0
2025-01-21,2025-01-21 14:00,29.2,84.6,Sunny,48,17.6,1008.0
2025-01-21,2025-01-21 15:00,28.9,84.0,Sunny,50,18.4,1008.0
2025-01-21,2025-01-21 16:00,27.9,82.3,Sunny,54,18.7,1008.0
2025-01-21,2025-01-21 17:00,25.9,78.6,Sunny,65,17.3,1009.0
2025-01-21,2025-01-21 18:00,24.4,75.9,Sunny,74,15.5,1009.0
2025-01-21,2025-01-21 19:00,23.3,74.0,Clear,78,14.8,1010.0
2025-01-21,2025-01-21 20:00,22.7,72.8,Clear,82,13.3,1011.0
2025-01-21,2025-01-21 21:00,22.2,71.9,Clear,85,12.2,1012.0
2025-01-21,2025-01-21 22:00,21.9,71.4,Clear,87,10.8,1012.0
2025-01-21,2025-01-21 23:00,21.6,70.9,Clear,88,9.7,1012.0
2025-01-22,2025-01-22 00:00,21.4,70.5,Clear,85,10.8,1011.0
2025-01-22,2025-01-22 01:00,21.1,69.9,Clear,88,11.2,1010.0
2025-01-22,2025-01-22 02:00,20.8,69.4,Clear,89,10.4,1010.0
2025-01-22,2025-01-22 03:00,20.5,68.8,Clear,91,11.2,1010.0
2025-01-22,2025-01-22 04:00,20.3,68.6,Clear,91,11.2,1010.0
2025-01-22,2025-01-22 05:00,20.3,68.5,Clear,90,11.2,1010.0
2025-01-22,2025-01-22 06:00,20.6,69.1,Clear,89,10.4,1011.0
2025-01-22,2025-01-22 07:00,21.4,70.5,Partly cloudy,87,11.2,1012.0
2025-01-22,2025-01-22 08:00,22.8,73.1,Partly cloudy,78,15.1,1013.0
2025-01-22,2025-01-22 09:00,24.8,76.7,Partly cloudy,72,15.8,1014.0
2025-01-22,2025-01-22 10:00,26.4,79.5,Overcast,67,15.8,1013.0
2025-01-22,2025-01-22 11:00,27.3,81.2,Cloudy,63,15.8,1012.0
2025-01-22,2025-01-22 12:00,27.9,82.2,Patchy rain possible,61,15.8,1011.0
2025-01-22,2025-01-22 13:00,28.4,83.1,Patchy rain possible,59,15.1,1010.0
2025-01-22,2025-01-22 14:00,28.9,84.1,Patchy rain possible,57,16.2,1009.0
2025-01-22,2025-01-22 15:00,28.6,83.5,Patchy rain possible,59,17.3,1008.0
